"2026-09-11","置頂熱門【英文競賽活動】115年10月28日辦理【2026 PVQC專業英文詞彙校內賽】，即日起開始報名囉！","https://ltc.nfu.edu.tw/zh_tw/news/announcements/2026ann/-%E8%8B%B1%E6%96%87%E7%AB%B6%E8%B3%BD%E6%B4%BB%E5%8B%95-115%E5%B9%B410%E6%9C%8828%E6%97%A5%E8%BE%A6%E7%90%86-2026-PVQC%E5%B0%88%E6%A5%AD%E8%8B%B1%E6%96%87%E8%A9%9E%E5%BD%99%E6%A0%A1%E5%85%A7%E8%B3%BD-%E5%8D%B3%E6%97%A5%E8%B5%B7%E9%96%8B%E5%A7%8B%E5%A0%B1%E5%90%8D%E5%9B%89-56545326"
"2026-09-10","置頂恭賀洪瓊芳老師及許忠和老師榮獲115年教育部文藝創作獎 佳作","https://ltc.nfu.edu.tw/zh_tw/news/announcements/2026ann/%E6%81%AD%E8%B3%80%E6%B4%AA%E7%93%8A%E8%8A%B3%E8%80%81%E5%B8%AB%E5%8F%8A%E8%A8%B1%E5%BF%A0%E5%92%8C%E8%80%81%E5%B8%AB%E6%A6%AE%E7%8D%B2115%E5%B9%B4%E6%95%99%E8%82%B2%E9%83%A8%E6%96%87%E8%97%9D%E5%89%B5%E4%BD%9C%E7%8D%8E-%E4%BD%B3%E4%BD%9C-78899474"
"2026-09-10","置頂熱門【工讀實習】語言教學中心陳達仁老師徵TA","https://ltc.nfu.edu.tw/zh_tw/news/announcements/2026ann/-%E5%B7%A5%E8%AE%80%E5%AF%A6%E7%BF%92-%E8%AA%9E%E8%A8%80%E6%95%99%E5%AD%B8%E4%B8%AD%E5%BF%83%E9%99%B3%E9%81%94%E4%BB%81%E8%80%81%E5%B8%AB%E5%BE%B5TA-5882534"
"2026-09-02","置頂【校內英語檢測公告】115-1 碩士班校內英語檢測時程表及報名須知","https://ltc.nfu.edu.tw/zh_tw/news/announcements/2026ann/-%E6%A0%A1%E5%85%A7%E8%8B%B1%E8%AA%9E%E6%AA%A2%E6%B8%AC%E5%85%AC%E5%91%8A-115-1-%E7%A2%A9%E5%A3%AB%E7%8F%AD%E6%A0%A1%E5%85%A7%E8%8B%B1%E8%AA%9E%E6%AA%A2%E6%B8%AC%E6%99%82%E7%A8%8B%E8%A1%A8%E5%8F%8A%E5%A0%B1%E5%90%8D%E9%A0%88%E7%9F%A5-81953883"
"2026-09-02","置頂【校內英語檢測公告】115-1 四技日間部(非應外系)校內英語檢測時程表及報名須知","https://ltc.nfu.edu.tw/zh_tw/news/announcements/2026ann/-%E6%A0%A1%E5%85%A7%E8%8B%B1%E8%AA%9E%E6%AA%A2%E6%B8%AC%E5%85%AC%E5%91%8A-115-1-%E5%9B%9B%E6%8A%80%E6%97%A5%E9%96%93%E9%83%A8-%E9%9D%9E%E6%87%89%E5%A4%96%E7%B3%BB-%E6%A0%A1%E5%85%A7%E8%8B%B1%E8%AA%9E%E6%AA%A2%E6%B8%AC%E6%99%82%E7%A8%8B%E8%A1%A8%E5%8F%8A%E5%A0%B1%E5%90%8D%E9%A0%88%E7%9F%A5-84783743"
"2026-09-02","置頂【英文補救教學公告】115-1 碩士班英文補救教學【專業英文輔導】課程報名須知","https://ltc.nfu.edu.tw/zh_tw/news/announcements/2026ann/-%E8%8B%B1%E6%96%87%E8%A3%9C%E6%95%91%E6%95%99%E5%AD%B8%E5%85%AC%E5%91%8A-115-1-%E7%A2%A9%E5%A3%AB%E7%8F%AD%E8%8B%B1%E6%96%87%E8%A3%9C%E6%95%91%E6%95%99%E5%AD%B8-%E5%B0%88%E6%A5%AD%E8%8B%B1%E6%96%87%E8%BC%94%E5%B0%8E-%E8%AA%B2%E7%A8%8B%E5%A0%B1%E5%90%8D%E9%A0%88%E7%9F%A5-66110517"
"2026-09-01","置頂【英文補救教學公告】115-1 四技日間部(非應外系)英文補救教學課程報名須知","https://ltc.nfu.edu.tw/zh_tw/news/announcements/2026ann/-%E8%8B%B1%E6%96%87%E8%A3%9C%E6%95%91%E6%95%99%E5%AD%B8%E5%85%AC%E5%91%8A-115-1-%E5%9B%9B%E6%8A%80%E6%97%A5%E9%96%93%E9%83%A8-%E9%9D%9E%E6%87%89%E5%A4%96%E7%B3%BB-%E8%8B%B1%E6%96%87%E8%A3%9C%E6%95%91%E6%95%99%E5%AD%B8%E8%AA%B2%E7%A8%8B%E5%A0%B1%E5%90%8D%E9%A0%88%E7%9F%A5-48337438"
"2026-09-01","置頂國文課新教材將於115學年度第一學期起啟用","https://ltc.nfu.edu.tw/zh_tw/news/announcements/2026ann/%E5%9C%8B%E6%96%87%E8%AA%B2%E6%96%B0%E6%95%99%E6%9D%90%E5%B0%87%E6%96%BC115%E5%AD%B8%E5%B9%B4%E5%BA%A6%E7%AC%AC%E4%B8%80%E5%AD%B8%E6%9C%9F%E8%B5%B7%E5%95%9F%E7%94%A8-89060282"
"2026-09-01","置頂【重要】114-2 四技日間部大一及大二英文測驗通過校訂英語文畢業門檻名單_1150909更新","https://ltc.nfu.edu.tw/zh_tw/news/announcements/2026ann/-%E9%87%8D%E8%A6%81-114-2-%E5%9B%9B%E6%8A%80%E6%97%A5%E9%96%93%E9%83%A8%E5%A4%A7%E4%B8%80%E5%8F%8A%E5%A4%A7%E4%BA%8C%E8%8B%B1%E6%96%87%E6%B8%AC%E9%A9%97%E9%80%9A%E9%81%8E%E6%A0%A1%E8%A8%82%E8%8B%B1%E8%AA%9E%E6%96%87%E7%95%A2%E6%A5%AD%E9%96%80%E6%AA%BB%E5%90%8D%E5%96%AE-1150909%E6%9B%B4%E6%96%B0-25974706"
"2026-08-31","置頂熱門【課程招生】115-1多益測驗培訓班將於115年9月7日開始招生及受理報名囉！","https://ltc.nfu.edu.tw/zh_tw/news/announcements/2026ann/-%E8%AA%B2%E7%A8%8B%E6%8B%9B%E7%94%9F-115-1%E5%A4%9A%E7%9B%8A%E6%B8%AC%E9%A9%97%E5%9F%B9%E8%A8%93%E7%8F%AD%E5%B0%87%E6%96%BC115%E5%B9%B49%E6%9C%887%E6%97%A5%E9%96%8B%E5%A7%8B%E6%8B%9B%E7%94%9F%E5%8F%8A%E5%8F%97%E7%90%86%E5%A0%B1%E5%90%8D%E5%9B%89-68547634"
